iter	Logloss
149	0.1780301536
150	0.1775789862
151	0.1774053971
152	0.1772706922
153	0.1769290655
154	0.1766390586
155	0.1765253183
156	0.1764200633
157	0.1763270205
158	0.1761259625
159	0.1757824724
160	0.1755359785
161	0.1753524992
162	0.1751694998
163	0.1750068403
164	0.1749191357
165	0.174740201
166	0.1743866001
167	0.174243973
168	0.1738607941
169	0.1735323647
170	0.1732341475
171	0.1730049483
172	0.1728877237
173	0.1726773695
174	0.1723723182
175	0.1719297976
176	0.171742444
177	0.1716416975
178	0.1714889266
179	0.1713529752
180	0.171161122
181	0.1704168006
182	0.1702478392
183	0.170117145
184	0.1699163349
185	0.1697257318
186	0.1694654848
187	0.1691842231
188	0.1686756433
189	0.1685621132
190	0.1681798759
191	0.1679534389
192	0.1675565347
193	0.1673991978
194	0.1672298793
195	0.1670742255
196	0.1669799482
197	0.1667016065
198	0.1662146899
199	0.1658683566
200	0.1654850396
201	0.1652998501
202	0.1650087854
203	0.1648696007
204	0.1645012717
205	0.1642765852
206	0.1639427982
207	0.1636731405
208	0.1634017318
209	0.1629241109
210	0.1627509516
211	0.1624041278
212	0.1619672373
213	0.1618308869
214	0.1616579284
215	0.1614197634
216	0.1612962395
217	0.1611674182
218	0.1609857542
219	0.1608607921
220	0.1607465085
221	0.1606247577
222	0.160140518
223	0.1598244644
224	0.1596656651
225	0.159470302
226	0.1593781067
227	0.1592131864
228	0.1590571686
229	0.1586841146
230	0.1583102152
231	0.1580568756
232	0.15779468
233	0.1576305868
234	0.1574455583
235	0.1573264646
236	0.1572132362
237	0.1570427878
238	0.1569171621
239	0.1568098868
240	0.1566531402
241	0.1565407081
242	0.1564681007
243	0.1563215167
244	0.1561575804
245	0.1560401917
246	0.1559294755
247	0.1557640878
248	0.1556505347
249	0.1553461531
250	0.1552290922
251	0.155103192
252	0.1549783297
253	0.1548636927
254	0.1547619638
255	0.1546202088
256	0.1545047279
257	0.1543971232
258	0.1542683542
259	0.1541739038
260	0.1539755992
261	0.15372823
262	0.1536242444
263	0.1534824962
264	0.1532962448
265	0.1530958838
266	0.1528979848
267	0.1527612727
268	0.1526100071
269	0.1524436897
270	0.1523195024
271	0.1521816677
272	0.1520410264
273	0.1519415567
274	0.1517872852
275	0.151707153
276	0.1516233217
277	0.1514918836
278	0.1513734873
279	0.1512725902
280	0.1511837746
281	0.1510297536
282	0.1509128903
283	0.150699319
284	0.1506178724
285	0.1505145357
286	0.1503540701
287	0.1502226434
288	0.1500767825
289	0.1499271769
290	0.1498064723
291	0.1497155114
292	0.1496146849
293	0.1494533278
294	0.1493260243
295	0.1490490656
296	0.1489074131
297	0.1488196928
298	0.1487309561
299	0.1486222279
300	0.1484470786
301	0.148331193
302	0.1482378809
303	0.1481282439
304	0.1480646635
305	0.1478384859
306	0.1477408665
307	0.1476366849
308	0.147555448
309	0.1474617673
310	0.1472069684
311	0.1471262877
312	0.147022697
313	0.146888689
314	0.1468119203
315	0.1466913291
316	0.1465992196
317	0.146520325
318	0.1464409164
319	0.1463632432
320	0.1461951534
321	0.1461173699
322	0.1459482887
323	0.1458372516
324	0.1457906632
325	0.1456687372
326	0.1455693695
327	0.1454456469
328	0.1453615145
329	0.1452588993
330	0.1451654732
331	0.1450473159
332	0.144957373
333	0.1448713363
334	0.144738968
335	0.1446322428
336	0.1445428661
337	0.1444647077
338	0.1443677267
339	0.1442719332
340	0.144160083
341	0.1440640965
342	0.1439825798
343	0.1438972469
344	0.1437403894
345	0.1436402118
346	0.1435840224
347	0.1435089948
348	0.1432454481
349	0.1430372538
350	0.1429946626
351	0.1428107321
352	0.1427521047
353	0.1426652905
354	0.1425779676
355	0.1425012507
356	0.14243431
357	0.1423697806
358	0.1422838129
359	0.1421455359
360	0.1420790679
361	0.1418870144
362	0.1418195832
363	0.1417651893
364	0.1415350578
365	0.1414433096
366	0.1413534425
367	0.1412608001
368	0.1412225779
369	0.1411592615
370	0.1410501118
371	0.1409850884
372	0.1408286701
373	0.140779307
374	0.1406859829
375	0.1405916136
376	0.1405025287
377	0.140423243
378	0.1402978264
379	0.1402193538
380	0.1399519491
381	0.1398482809
382	0.1397695824
383	0.1396764504
384	0.1395655264
385	0.1395139386
386	0.139433031
387	0.1393514827
388	0.1392881703
389	0.1391657029
390	0.1390582281
391	0.1389547179
392	0.1389044241
393	0.1388372314
394	0.1387855737
395	0.1387112013
396	0.1386562531
397	0.1386086753
398	0.1385562836
399	0.1384620277
400	0.1383966743
401	0.1383505733
402	0.1382756427
403	0.1381855649
404	0.1381264104
405	0.1380028361
406	0.1379518483
407	0.1378990205
408	0.1378364202
409	0.1377848175
410	0.1376378181
411	0.1375446458
412	0.1374791576
413	0.1374254002
414	0.1373627745
415	0.1372826805
416	0.1371932824
417	0.1371174238
418	0.137053176
419	0.1369777568
420	0.13685265
421	0.1367976373
422	0.1367240543
423	0.1366517473
424	0.1365505648
425	0.136501512
426	0.1363813101
427	0.136147182
428	0.1360638157
429	0.135961736
430	0.1358765079
431	0.1357506519
432	0.1356659051
433	0.1355974711
434	0.135513102
435	0.1354701271
436	0.1354013519
437	0.135359635
438	0.1352535057
439	0.1351721334
440	0.1350766666
441	0.1350213525
442	0.1349566989
443	0.1348985541
444	0.134833385
445	0.1347735119
446	0.1346980503
447	0.1346335304
448	0.1345579593
449	0.1344734493
450	0.1343973862
451	0.1343450907
452	0.1342865861
453	0.1342334509
454	0.1341881247
455	0.1341006907
456	0.1340478627
457	0.1339649644
458	0.1339077955
459	0.1338444216
460	0.1338052397
461	0.1337167696
462	0.1336653476
463	0.1335005133
464	0.1333894463
465	0.133320903
466	0.1332343432
467	0.1331941535
468	0.1331367278
469	0.1329903357
470	0.1329080515
471	0.1328299997
472	0.132747887
473	0.132694933
474	0.1325500072
475	0.1324434999
476	0.1323731748
477	0.1322983435
478	0.132253273
479	0.1321776935
480	0.1321320278
481	0.1320587446
482	0.1319696736
483	0.1318552238
484	0.1317840519
485	0.1317238366
486	0.1316483497
487	0.1315605389
488	0.1315141799
489	0.1314700045
490	0.1314109854
491	0.1313124675
492	0.1312527421
493	0.1312027927
494	0.1311678696
495	0.1310838853
496	0.1310271791
497	0.1309432858
498	0.1309040479
499	0.1306768175
500	0.1306229409
501	0.130566511
502	0.1304471297
503	0.1303714401
504	0.1302822062
505	0.130200407
506	0.1301098513
507	0.1300073436
508	0.1299241763
509	0.1298657679
510	0.1298275582
511	0.1297629455
512	0.1296901298
513	0.1296165259
514	0.129577489
515	0.1295139303
516	0.1294328479
517	0.1293612828
518	0.1292611572
519	0.1291620465
520	0.1290096196
521	0.1288565253
522	0.1287850181
523	0.1287253428
524	0.1286719635
525	0.1286135177
526	0.1285671464
527	0.1285005709
528	0.1284569405
529	0.1283510618
530	0.128228095
531	0.1281322641
532	0.1280536923
533	0.127990113
534	0.1279141644
535	0.1278570122
536	0.1277896472
537	0.1277429613
538	0.1277107724
539	0.1276261485
540	0.1275692287
541	0.1275234683
542	0.1274793715
543	0.1274247441
544	0.1273876021
545	0.1273460733
546	0.1272801082
547	0.1271883519
548	0.1270967761
549	0.127017898
550	0.1269914424
551	0.1269557254
552	0.1268862068
553	0.1267552138
554	0.1266886741
555	0.1266197944
556	0.1265490617
557	0.126454689
558	0.1263796392
559	0.1263406551
560	0.1262709054
561	0.1262120027
562	0.126153947
563	0.1261166057
564	0.1260623919
565	0.1259832662
566	0.1259125118
567	0.1258688569
568	0.1257941665
569	0.1257101449
570	0.1256777877
571	0.1256077972
572	0.1255474425
573	0.1255018128
574	0.1254666416
575	0.1254068804
576	0.1252924175
577	0.1252668984
578	0.1251657323
579	0.1251276488
580	0.1250915159
581	0.1250590347
582	0.1249758274
583	0.1249155102
584	0.1248618861
585	0.1248065071
586	0.1247429168
587	0.1246797495
588	0.124634983
589	0.1245750257
590	0.1245260011
591	0.1244789145
592	0.1244399205
593	0.1243889439
594	0.1243542825
595	0.124310907
596	0.1242798904
597	0.1242318867
598	0.124198482
599	0.1241201489
600	0.1240913685
601	0.1240510389
602	0.1240136997
603	0.1239586439
604	0.1238970187
605	0.1238259861
606	0.1237954555
607	0.1237602014
608	0.1237263115
609	0.1236748756
610	0.1236366151
611	0.1235805238
612	0.1235353701
613	0.1234919387
614	0.1233932013
615	0.1233575917
616	0.1233163513
617	0.1232751237
618	0.123197475
619	0.123156277
620	0.1230700398
621	0.123027538
622	0.1229807368
623	0.1229326194
624	0.1228839585
625	0.1228416397
626	0.1227937552
627	0.1227207335
628	0.1226745086
629	0.1226194504
630	0.1225498112
631	0.1225051924
632	0.1224569582
633	0.1223514548
634	0.1222610793
635	0.1222074332
636	0.1221650191
637	0.1219522114
638	0.121918625
639	0.1218525911
640	0.1217931329
641	0.1217368389
642	0.1216991301
643	0.121657566
644	0.1215915829
645	0.1215537975
646	0.1214816526
647	0.1214355487
648	0.1213938087
649	0.1213460651
650	0.1213013294
651	0.1212656621
652	0.1211739713
653	0.1211183594
654	0.1210737508
655	0.1210110569
656	0.1209627845
657	0.1209363171
658	0.1208867305
659	0.1208353916
660	0.1207794497
661	0.1207359909
662	0.1206905818
663	0.1206502394
664	0.1205558481
665	0.1204837425
666	0.1204294045
667	0.1203796249
668	0.1203426405
669	0.120301415
670	0.1202649827
671	0.120209754
672	0.1201574232
673	0.1201206796
674	0.1200789856
675	0.120038632
676	0.1199783458
677	0.119938022
678	0.1198866098
679	0.1198438168
680	0.1197726946
681	0.1197175394
682	0.1196639274
683	0.1196016821
684	0.1195508027
685	0.1195117962
686	0.119459314
687	0.1194141345
688	0.1193666832
689	0.119323416
690	0.1192736803
691	0.1191167894
692	0.1190728331
693	0.1190224517
694	0.1189785372
695	0.1189304995
696	0.1188640644
697	0.118823568
698	0.1187823284
699	0.1187391386
700	0.1186790179
701	0.1186432854
702	0.1185921862
703	0.1185577862
704	0.1185091522
705	0.1184754688
706	0.1184165705
707	0.1183389349
708	0.1182722455
709	0.1180795361
710	0.1180270089
711	0.117998908
712	0.1179375565
713	0.1178904424
714	0.1178567864
715	0.1178054695
716	0.1177615594
717	0.1176922758
718	0.1176007348
719	0.1175513966
720	0.1174871122
721	0.1174508937
722	0.117408686
723	0.1173765929
724	0.1173290717
725	0.1172782018
726	0.1172336811
727	0.1171970388
728	0.1171560941
729	0.11711371
730	0.1170416717
731	0.1169985101
732	0.1169658361
733	0.1169180044
734	0.1168819567
735	0.1168384432
736	0.1167687235
737	0.1167164529
738	0.1166757565
739	0.1165915001
740	0.1165497052
741	0.1165003526
742	0.1164608885
743	0.1164301995
744	0.1163991206
745	0.1163677184
746	0.1163274531
747	0.11628455
748	0.1162348735
749	0.1161936582
750	0.1161552563
751	0.1160914234
752	0.1160719256
753	0.116037076
754	0.1159937055
755	0.1159642469
756	0.1159244917
757	0.1158610765
758	0.1158209508
759	0.1157866212
760	0.1157426405
761	0.1156739342
762	0.1156465437
763	0.1156053206
764	0.1155509329
765	0.1155091017
766	0.1154622938
767	0.1154230396
768	0.1153938237
769	0.1153116671
770	0.1152717683
771	0.1152303752
772	0.115179728
773	0.1151423428
774	0.1150954413
775	0.1149417748
776	0.1148972896
777	0.1148721989
778	0.1148334632
779	0.1148012265
780	0.1147701521
781	0.1147234884
782	0.1146656272
783	0.1146148903
784	0.1145710571
785	0.1145314627
786	0.1144896463
787	0.1144464596
788	0.1143876845
789	0.1143303074
790	0.1142804228
791	0.1142276502
792	0.11417047
793	0.1141024718
794	0.1140659462
795	0.1140047069
796	0.1139502944
797	0.1139147744
798	0.1137898109
799	0.113743575
800	0.1137061903
801	0.1136660738
802	0.1135743937
803	0.1135096289
804	0.1134726042
805	0.113421512
806	0.1133830584
807	0.1133399844
808	0.1132656655
809	0.1132024312
810	0.1131676548
811	0.1131255025
812	0.1130869901
813	0.1130508624
814	0.1130031452
815	0.1128897361
816	0.1128569245
817	0.1128243937
818	0.112760863
819	0.1127289902
820	0.1126541631
821	0.112599085
822	0.1125453321
823	0.1124704731
824	0.1124270532
825	0.1123833716
826	0.1123167151
827	0.1122846964
828	0.1122376438
829	0.1122049564
830	0.1121415729
831	0.1120904143
832	0.1120547059
833	0.1120008641
834	0.1119451369
835	0.1119189106
836	0.1118792672
837	0.111838826
838	0.1117684873
839	0.1117407502
840	0.1117020255
841	0.1116553582
842	0.1116147562
843	0.1115756809
844	0.1115257669
845	0.1114829261
846	0.11142362
847	0.1113008114
848	0.1112689697
849	0.1112130151
850	0.1111728884
851	0.1111297607
852	0.1110872587
853	0.111033768
854	0.110978676
855	0.1109542844
856	0.1109113994
857	0.1108412965
858	0.11080109
859	0.1107617376
860	0.1107175711
861	0.1106942581
862	0.1106734799
863	0.1106249081
864	0.110592559
865	0.1105399265
866	0.1104916054
867	0.1104564196
868	0.1103882905
869	0.1103368686
870	0.1102929256
871	0.1102531262
872	0.1101893249
873	0.1101505534
874	0.1101209451
875	0.1100696649
876	0.1100480792
877	0.1100314335
878	0.1100036107
879	0.1099701908
880	0.1099222789
881	0.1098874501
882	0.1098523723
883	0.1097964017
884	0.1097438699
885	0.1096956408
886	0.1096403296
887	0.1096075232
888	0.109583634
889	0.1094900166
890	0.1094590138
891	0.1094103994
892	0.1093641454
893	0.1093183173
894	0.1092810409
895	0.1092375415
896	0.1092067965
897	0.1091791342
898	0.1091519824
899	0.1090951849
900	0.1090744156
901	0.1090526978
902	0.1090227938
903	0.1089852889
904	0.1089471879
905	0.1089267532
906	0.1089011933
907	0.1088645435
908	0.1087982066
909	0.1087421937
910	0.1087104255
911	0.1086786293
912	0.1086473525
913	0.1085962324
914	0.1085394522
915	0.1085076408
916	0.1084891024
917	0.1084362425
918	0.1083933
919	0.108371371
920	0.1083496189
921	0.1083182844
922	0.1082918223
923	0.1082535444
924	0.1081864358
925	0.1081518442
926	0.1080786147
927	0.1080357587
928	0.107976194
929	0.1079459585
930	0.1079015583
931	0.1078704653
932	0.10784472
933	0.1077914214
934	0.107760398
935	0.1077311601
936	0.1077020145
937	0.1076744763
938	0.1076457304
939	0.1076085068
940	0.1075800142
941	0.1075421789
942	0.1075104334
943	0.1074941122
944	0.1074538866
945	0.1073997368
946	0.1073700119
947	0.1073266644
948	0.1072882563
949	0.1072554026
950	0.1072220766
951	0.1071969611
952	0.107151786
953	0.1071017766
954	0.1070777552
955	0.107041405
956	0.1069969336
957	0.1069582659
958	0.1069298564
959	0.1068983732
960	0.1068614426
961	0.1068410447
962	0.1068119632
963	0.106772852
964	0.1067430542
965	0.1066825568
966	0.1066477082
967	0.1066081542
968	0.1065737286
969	0.1065548342
970	0.1065226273
971	0.1064960883
972	0.1064710099
973	0.106430781
974	0.1063975995
975	0.1063670061
976	0.1063260078
977	0.1063067006
978	0.1062824886
979	0.106245879
980	0.1062042196
981	0.1061745767
982	0.1061242398
983	0.1060802035
984	0.1060479215
985	0.1059971185
986	0.1059125576
987	0.1058776104
988	0.1058384528
989	0.1058034591
990	0.1057717669
991	0.105719426
992	0.1056777743
993	0.1056465907
994	0.1056034152
995	0.1055542262
996	0.1055174499
997	0.1054817765
998	0.1054511758
999	0.1054149748
